153,ChIJBUcOuJ68rhIRgIVTrvWHJbU,Haute-Garonne,France,"[store, food, cafe]"
154,ChIJQYX2NSVu5kcRuaQs2759EDQ,1st arrondissement,Paris,"[Restaurant, food]"
155,ChIJ7yuRl3cqw0cR24QyNQYfXzU,Lille,Nord-Pas-de-Calais,"[Bar, night_club]"
156,ChIJ18u6WzVu5kcRnEEe3FxoxL8,FR,,"[food, Restaurant]"
157,ChIJuYJGuRZu5kcRH2oCADyJiKU,10th arrondissement,Paris,"[meal_takeaway, food, meal_delivery, Restaurant]"
158,ChIJh3tl5lRYwokRtY1QuaZADu0,Manhattan,New York County,"[food, cafe, Bar, Restaurant]"
159,ChIJ8zJBCGK7rhIRJ2ROilwHpqM,Haute-Garonne,France,"[food, Restaurant]"
160,ChIJBahdkNBt5kcRHUnZLG_jnvs,Paris,France,[Bar]
161,ChIJBahdkNBt5kcRHUnZLG_jnvs,Paris,France,[bar]
162,ChIJ9WtTtZSAhYARm4xw0PDM3PM,SF,California,"[meal_takeaway, meal_delivery, Restaurant, food]"
163,ChIJN0jbmsfAyRIRWs04WQ6bDVI,Bouches-du-Rhône,France,"[cafe, Bar, Restaurant, clothing_store, food, store]"
164,ChIJsVzBAslv5kcR-8UQLgslM2k,Paris,France,[Bar]
165,ChIJN8w8-hxu5kcRXO7gS8PGt10,4th arrondissement of Paris,Paris,"[store, food]"
166,ChIJuRsjml-7rhIRrI42dytoOm0,Haute-Garonne,France,"[Bar, food, Restaurant]"
167,ChIJL6V493G7rhIRw0ZQHoJ1YBs,Haute-Garonne,France,"[Bar, Restaurant, food]"
168,ChIJNaHCecRv5kcRpOxeTjb-g2Q,Paris,France,"[Restaurant, meal_takeaway, food]"
169,ChIJ_4g5IjBz5kcRXZkNCvALux8,FR,,"[locality, political]"
170,ChIJW0FW_72NyRIR1ww-cUbtnnQ,Bouches-du-Rhône,France,"[Restaurant, food]"
171,ChIJ647DhQZu5kcR4Ss8Lzg3I_Q,Paris,Île-de-France,"[Restaurant, food, cafe, Bar, store]"
172,ChIJxd0WtpG8rhIROZsJBg-0cnY,Haute-Garonne,France,"[Bar, Restaurant, food]"
173,ChIJmVVpmIrVwkcRjaE2W9e-H_4,Nord,France,"[food, Restaurant]"
174,ChIJTy2JMQtv5kcR4ctsgyy6aZU,Hauts-de-Seine,France,"[Restaurant, food]"
175,ChIJVVVFg4l65kcRY5d70Ef3FT8,Hauts-de-Seine,France,"[Restaurant, food]"
176,ChIJ36EMpP_q9EcRbOjVeAXkCpY,1st arrondissement of Lyon,Rhône,"[Restaurant, food]"
177,ChIJQTLcSVjq9EcRKEMn6rQHwcM,Lyon,Rhône-Alpes,[Bar]
