0,330,422
1,159,371
2,159,371
3,259,408
4,4,2
5,4,2
6,4,2
7,4,2
8,4,2
9,4,7
10,4,7
11,4,55
12,120,350
13,120,351
14,120,349
15,20,2
16,20,2
17,20,2
18,20,2
19,20,2
20,122,358
21,122,408
22,122,365
23,122,351
24,122,350
25,122,368
26,122,351
27,122,362
28,122,362
29,122,359
30,122,359
31,122,408
32,122,418
33,158,368
34,158,366
35,158,349
36,119,371
37,268,349
38,121,351
39,121,351
40,121,363
41,121,362
42,121,366
43,121,366
44,121,351
45,121,370
46,121,370
47,121,416
48,121,416
49,121,416
50,121,411
51,121,416
52,248,411
53,248,350
54,248,371
55,248,405
56,300,349
57,321,422
58,216,349
59,216,408
60,216,379
61,216,351
62,216,408
63,216,349
64,216,408
65,216,371
66,216,395
67,216,410
68,216,358
69,216,408
70,216,349
71,216,371
72,216,408
73,216,368
74,216,366
75,216,371
76,216,371
77,216,371
78,216,405
79,216,403
80,216,402
81,216,402
82,216,405
83,216,406
84,216,374
85,216,349
86,216,349
87,216,349
88,216,355
89,216,402
90,216,395
91,216,354
92,216,350
93,216,362
94,216,363
95,216,411
96,216,408
97,216,408
98,216,367
99,216,362
100,216,365
101,216,408
102,216,408
103,216,408
104,216,349
105,216,349
106,216,349
107,216,354
108,216,369
109,216,362
110,10,8
111,10,8
112,10,8
113,10,8
114,10,8
115,264,408
116,247,362
117,247,351
118,247,362
119,228,362
120,124,349
121,124,349
122,124,349
123,124,349
124,124,363
125,124,363
126,124,363
127,124,362
128,124,362
129,124,362
130,124,369
131,124,363
132,124,362
133,124,363
134,124,362
135,124,408
136,124,408
137,124,369
138,124,359
139,124,358
140,124,358
141,124,395
142,124,408
143,124,354
144,124,354
145,124,354
146,124,354
147,124,395
148,124,395
149,124,395
150,124,370
151,124,370
152,124,370
153,124,349
154,124,349
155,124,408
156,124,357
157,124,370
158,350,422
159,168,362
160,244,362
161,244,416
162,244,416
163,244,363
164,244,363
165,298,371
166,276,410
167,276,357
168,118,422
169,118,422
170,118,422
171,118,349
172,118,408
173,118,349
174,118,422
175,118,402
176,118,358
177,118,408
178,260,349
179,260,371
180,260,472
181,127,363
182,127,410
183,127,410
184,127,371
185,127,411
186,127,368
187,127,410
188,127,395
189,127,371
190,127,371
191,127,351
192,127,350
193,127,395
194,127,370
195,127,374
196,127,410
197,127,371
198,127,395
199,127,370
200,127,410
201,127,366
202,127,410
203,127,410
204,127,369
205,127,350
206,127,371
207,127,371
208,127,371
209,127,371
210,127,349
211,252,411
212,117,369
213,117,371
214,117,371
215,117,371
216,117,350
217,117,363
218,117,362
219,117,354
220,117,369
221,117,369
222,117,369
223,117,369
224,117,354
225,117,354
226,117,354
227,117,354
228,117,354
229,117,351
230,117,354
231,117,354
232,117,352
233,117,371
234,117,366
235,117,366
236,117,366
237,117,366
238,117,395
239,117,366
240,117,366
241,117,366
242,117,371
243,117,371
244,117,371
245,117,371
246,117,371
247,117,371
248,117,416
249,117,416
250,117,416
251,117,416
252,117,416
253,117,416
254,117,416
255,117,416
256,117,366
257,117,416
258,117,416
259,117,416
260,117,416
261,117,409
262,117,409
263,117,416
264,117,416
265,117,409
266,117,416
267,117,411
268,117,349
269,117,408
270,117,349
271,117,408
272,117,408
273,117,416
274,117,416
275,117,416
276,117,416
277,117,416
278,117,354
279,117,371
280,117,364
281,117,416
282,117,408
283,117,416
284,117,416
285,117,416
